"_","Id","OwnerId","IsDeleted","Process_Flow__r","Process_Flow__r.Name","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","Activate_On_Creation__c","Active__c","Choose_Next_Owner__c","Conditional_Required_More_Info_Allowed__c","Department_Queue__c","Department__c","Description__c","Dont_Activate__c","Duration_To_Complete_In_Days__c","Duration_To_Complete_In_Hourss__c","Escalation_assigner__c","Escalation_assigner_time__c","Execute_on_submit__c","Expression__c","Field_Rendering__c","Fields_Display_Query__c","Form_Rendering__c","Is_Assigned_TO__c","Is_Multi_Select_Reopen__c","Is_Process_End__c","Is_Reject_Button_Required__c","Is_Required_More_Button_Required__c","Is_Review_Comments_Req__c","Is_Sequence_Business_Process_Available__c","Is_Single_Level_Required_Info__c","Is_Submit_to_Next_Department_Required__c","Is_check_List__c","Next_Approver_CC_Addresses__c","Next_Approver_Email_Template_Name__c","Owner_Assignment__c","Previous_Approver_s_Email_Template_Name__c","Process_Flow__c","Process_Identifier_Option_Values__c","Process_Identifier__c","Rejection_Email_Template_Name__c","Section_Number__c","Send_Approved_Email_to_Previous_Approver__c","Setp_No__c","Skip_Step_To_Reopen__c","Step_Entry_Criteria__c","Step_Name__c","User__c","View_review_comments__c","canMassUpdate__c","isSingleUser__c","section_Name__c"
"[Process_Flow_Step__c]","a0Fg50000027I2REAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Owner Booking","PFS-0559","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","00Gba000001HnwbEAC","Sales","Sales Operations","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028BehEAE","","","","2","false","2","false","","Sales Operations","","false","false","false","Sales Operations"
"[Process_Flow_Step__c]","a0Fg50000027I2SEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Agent Booking","PFS-0560","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","00Gba000001HnwbEAC","Sales","Sales Operations","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DtNEAU","","","","3","false","3","false","","Sales Operations","","false","false","false","Sales Operations"
"[Process_Flow_Step__c]","a0Fg50000027I2TEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Owner Booking","PFS-0561","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","00Gba000001Ho33EAC","Sales","CBDO Review","false","","0","","","false","","false","","false","false","false","true","true","true","false","false","false","false","false","","","","","a0Gg50000028BehEAE","","","","3","false","3","false","","CBDO Review","","false","false","true","CBDO Review"
"[Process_Flow_Step__c]","a0Fg50000027I2UEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Agent Booking","PFS-0562","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","00Gba000001HnlJEAS","Channel Partner","Channel Operations Review","false","","0","","","false","","false","","false","false","false","false","true","false","false","false","false","false","false","","","","","a0Gg50000028DtNEAU","","","","1","false","1","false","","Channel Operations Review","","false","false","true","Channel Operations Review"
"[Process_Flow_Step__c]","a0Fg50000027I2VEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Agent Booking","PFS-0563","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","00Gba000001GoRhEAK","Sales","SM / SD Docs Upload","false","","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028DtNEAU","","","","2","false","2","false","","SM / SD Docs Upload","","false","false","true","SM / SD Docs Upload"
"[Process_Flow_Step__c]","a0Fg50000027I2WEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Agent Booking","PFS-0564","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","00Gba000001Ho33EAC","Sales","CBDO Review","false","","0","","","false","","false","","false","false","false","true","true","true","false","false","false","false","false","","","","","a0Gg50000028DtNEAU","","","","4","false","4","false","","CBDO Review","","false","false","true","CBDO Review"
"[Process_Flow_Step__c]","a0Fg50000027I2XEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- Without Business Details","PFS-0565","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","","Marketing","Line Manager Approval","false","","24","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028E1REAU","","","","1","false","1","false","","Line Manager Approval","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027I2YEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- Without Business Details","PFS-0566","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","","Procurement","Vendor Recee Definition- Procurement","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028E1REAU","","","","1","false","2","false","","Vendor Recee Definition- Procurement","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027I2ZEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- Without Business Details","PFS-0567","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","","Production","Vendor Visit and Scope Definition","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028E1REAU","","","","1","false","3","false","","Vendor Visit and Scope Definition","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027I2aEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- Without Business Details","PFS-0568","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:18.000+0000","","","","false","true","false","false","","Procurement","Procurement - Vendor Scouting","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028E1REAU","","Multi-Vendor Sourcing","","3","false","10","false","","Procurement - Vendor Scouting","","false","false","false","Procurement and Costing"
"[Process_Flow_Step__c]","a0Fg50000027I2bEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0639","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Channel Partner","Sales SVP Approval is required.","false","","48","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","3","false","","Sales SVP Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2cEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0640","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Channel Partner","CHRM Approval is required.","false","","48","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","4","false","","CHRM Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2dEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0641","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Channel Partner","Channel Relationship Head Approval is required.","false","","24","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","5","false","","Pending with CHRM TL","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2eEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0642","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","005ba00000590nVAAQ","Channel Partner","Pending with Channels AVP","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","6","false","","Pending with Channels AVP","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2fEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0643","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","005ba00000590nVAAQ","Channel Partner","Channel Ops Approval is required.","false","","24","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","7","false","","Channel Ops Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2gEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0644","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","005ba00000590nVAAQ","Channel Partner","CSO Approval","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","8","false","","CSO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2hEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Open House","PFS-0645","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","005ba00000590nVAAQ","Channel Partner","CBDO Approval","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000281TJEAY","","","","1","false","9","false","","CBDO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2iEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Business Trip Approval - SalesNew1","PFS-0646","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","005TX000001xmfxYAA","Channel Partner","CHRM Approval is required.","false","","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BunEAE","","","","1","false","3","false","","CHRM Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I2jEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Broker Owner Booking","PFS-0647","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","00Gba000001SXzlEAG","Sales","Sales Audit","false","","0","","","false","","false","","false","false","false","false","true","false","false","false","false","false","false","","","","","a0Gg50000028BehEAE","","","","4","false","4","false","","Sales Audit","","false","false","false","Sales Audit"
"[Process_Flow_Step__c]","a0Fg50000027I2kEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Corporate- Event Query","PFS-0648","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Marketing","Line Manager Approval","false","","12","","","false","","false","","false","false","false","false","true","false","false","false","false","false","false","","","","","a0Gg50000028E9VEAU","","","","1","false","1","false","","Line Manager Approval","","false","false","false","Initiation and Submission"
"[Process_Flow_Step__c]","a0Fg50000027I3xEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","CHRM Video Shoot Exclude Show Apartment","PFS-0203","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","0057S0000038lHrQAI","Channel Partner","GM Hospitality Approval is required.","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BrZEAU","","","","1","false","5","false","","GM Hospitality","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I3yEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Final Cost Approval","PFS-0204","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","0051t000002gP0PAAU","Channel Partner","CBDO Approval","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BtBEAU","","","","1","false","2","false","","CBDO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I3zEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Business Trip Approval - SalesNew1","PFS-0205","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","","Channel Partner","CHRM Approval is required.","false","","48","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BunEAE","","","","1","false","2","false","","Pending with Sales VP","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I40EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Business Trip Approval - SalesNew1","PFS-0206","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","0051t000002gP0PAAU","Channel Partner","Sales VP Approval is required.","false","","24","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BunEAE","","","","1","false","5","false","","Pending with Channels AVP","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I5ZEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Events Approval Non Digital Show","PFS-0213","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","005ba00000590nVAAQ","Channel Partner","CSO Approval","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BefEAE","","","","1","false","8","false","","CSO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I5aEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","CHRM Video Shoot Exclude Show Apartment","PFS-0214","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","0051t000002fFbYAAU","Channel Partner","CBDO Approval","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BrZEAU","","","","1","false","4","false","","CBDO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I5bEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Final Cost Approval","PFS-0215","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","0051t000002fFbYAAU","Channel Partner","CSO Approval","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BtBEAU","","","","1","false","1","false","","CSO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I5cEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Business Trip Approval - SalesNew1","PFS-0216","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","0051t000002fFbYAAU","Channel Partner","Pending with CSO","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BunEAE","","","","1","false","8","false","","CSO Approval","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I79EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","CHRM Video Shoot Exclude Show Apartment by TL","PFS-0219","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","005TX000001xmfxYAA","Channel Partner","Pending with Channel Ops","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028C1FEAU","","","","1","false","2","false","","Pending with Channel Ops","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I7AEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","CHRM Video Shoot Exclude Show Apartment by TL","PFS-0220","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:16.000+0000","","","","false","true","false","false","005TX000001xmfxYAA","Channel Partner","Pending with Channels AVP","false","","","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028C1FEAU","","","","1","false","1","false","","Pending with Channels AVP","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027I8qEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","SPA Checklist Maker and Checker","PFS-0232","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","true","false","00Gba000000W5hLEAS","CRM","SPA Maker Verification","false","1","8","","","false","","false","","false","false","false","false","false","false","false","false","false","false","true","","","","","a0Gg50000028C9JEAU","","","","1","false","1","false","","SPA Maker Verification","","false","false","false","SPA Maker"
"[Process_Flow_Step__c]","a0Fg50000027I8rEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","SPA Checklist Maker and Checker","PFS-0233","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","00Gba000000ZLw1EAG","CRM","SPA Checklist Checker Verification","false","1","8","","","false","","false","","false","false","false","true","false","false","false","false","false","false","true","","","","","a0Gg50000028C9JEAU","","","","2","false","2","false","","SPA Checklist Checker Verification","","false","false","false","SPA Checker"
"[Process_Flow_Step__c]","a0Fg50000027I8sEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Evaluation","PFS-0234","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","MIS report on city wise sale contribution","false","45","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CCXEA2","","","","1","false","1","false","","MIS report on city wise sale contribution","","false","false","false","MIS report"
"[Process_Flow_Step__c]","a0Fg50000027I8tEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Calendarization","PFS-0235","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Raise ERF","false","37","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CE9EAM","","","","2","false","2","false","","Raise ERF","","false","false","false","Raise ERF"
"[Process_Flow_Step__c]","a0Fg50000027I8uEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Commercial Closures","PFS-0236","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Procurement","Event Contract Signing","false","24","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BGUEA2","","","","8","false","8","false","","Event Contract Signing","","false","false","false","Event Contract Signing"
"[Process_Flow_Step__c]","a0Fg50000027I8vEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Evaluation","PFS-0237","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Soft Alignment on cities","false","40","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CCXEA2","","","","3","false","3","false","","Soft Alignment on cities","","false","false","false","Soft Alignment"
"[Process_Flow_Step__c]","a0Fg50000027I8wEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Commercial Closures","PFS-0238","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Procurement","Cost approval from Head Marketing","false","26","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BGUEA2","","","","5","false","5","false","","Cost approval from Head Marketing","","false","false","false","Cost approval from Head Marketing"
"[Process_Flow_Step__c]","a0Fg50000027IALEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Commercial Closures","PFS-0239","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Hospitality","Share proposal","false","30","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BGUEA2","","","","1","false","1","false","","Share proposal","","false","false","false","Share proposal"
"[Process_Flow_Step__c]","a0Fg50000027IAMEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Evaluation","PFS-0240","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Shortlisting the cities","false","43","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CCXEA2","","","","2","false","2","false","","Shortlisting the cities","","false","false","false","Shortlisting"
"[Process_Flow_Step__c]","a0Fg50000027IANEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Evaluation","PFS-0241","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Submission to GCSMO","false","","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CCXEA2","","","","4","false","4","false","","Submission to GCSMO","","false","false","false","Submission"
"[Process_Flow_Step__c]","a0Fg50000027IAOEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Calendarization","PFS-0242","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Propose dates for SRDPE","false","38","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CE9EAM","","","","1","false","1","false","","Propose dates for SRDPE","","false","false","false","Propose dates for SRDPE"
"[Process_Flow_Step__c]","a0Fg50000027IAPEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Calendarization","PFS-0243","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","","Block the dates","false","","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CE9EAM","","","","3","false","3","false","","Block the dates","","false","false","false","Block the dates"
"[Process_Flow_Step__c]","a0Fg50000027IAQEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Hotel Finalization","PFS-0244","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Hospitality","Share calendar with Khodr","false","37","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000285VPEAY","","","","1","false","1","false","","Share calendar with Khodr","","false","false","false","Share calendar with Khodr"
"[Process_Flow_Step__c]","a0Fg50000027IAREA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Hotel Finalization","PFS-0245","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Hospitality","Share the hotel options/preference","false","36","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000285VPEAY","","","","2","false","2","false","","Share the hotel options/preference","","false","false","false","Share the hotel options/preference"
"[Process_Flow_Step__c]","a0Fg50000027IASEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Hotel Finalization","PFS-0246","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Share hotel requirements","false","36","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000285VPEAY","","","","3","false","3","false","","Share hotel requirements","","false","false","false","Share hotel requirements"
"[Process_Flow_Step__c]","a0Fg50000027IATEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Hotel Finalization","PFS-0247","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Hospitality","Receive hotel options","false","32","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000285VPEAY","","","","4","false","4","false","","Receive hotel options","","false","false","false","Receive hotel options"
"[Process_Flow_Step__c]","a0Fg50000027IAUEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","Hotel Finalization","PFS-0248","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Shortlist hotel","false","31","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg500000285VPEAY","","","","5","false","5","false","","Shortlist hotel","","false","false","false","Shortlist hotel"
