"_","Id","OwnerId","IsDeleted","Process_Flow__r","Process_Flow__r.Name","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","Activate_On_Creation__c","Active__c","Choose_Next_Owner__c","Conditional_Required_More_Info_Allowed__c","Department_Queue__c","Department__c","Description__c","Dont_Activate__c","Duration_To_Complete_In_Days__c","Duration_To_Complete_In_Hourss__c","Escalation_assigner__c","Escalation_assigner_time__c","Execute_on_submit__c","Expression__c","Field_Rendering__c","Fields_Display_Query__c","Form_Rendering__c","Is_Assigned_TO__c","Is_Multi_Select_Reopen__c","Is_Process_End__c","Is_Reject_Button_Required__c","Is_Required_More_Button_Required__c","Is_Review_Comments_Req__c","Is_Sequence_Business_Process_Available__c","Is_Single_Level_Required_Info__c","Is_Submit_to_Next_Department_Required__c","Is_check_List__c","Next_Approver_CC_Addresses__c","Next_Approver_Email_Template_Name__c","Owner_Assignment__c","Previous_Approver_s_Email_Template_Name__c","Process_Flow__c","Process_Identifier_Option_Values__c","Process_Identifier__c","Rejection_Email_Template_Name__c","Section_Number__c","Send_Approved_Email_to_Previous_Approver__c","Setp_No__c","Skip_Step_To_Reopen__c","Step_Entry_Criteria__c","Step_Name__c","User__c","View_review_comments__c","canMassUpdate__c","isSingleUser__c","section_Name__c"
"[Process_Flow_Step__c]","a0Fg500000278NMEAY","005g5000002JmPZAA0","false","[Process_Flow__c]","Collateral Management","PFS-0288","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:17.000+0000","","","","false","true","false","false","","Marketing","Mail SM's & assign spec for collateral collection","false","19","0","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028CHNEA2","","","","4","false","4","false","","Mail SM's & assign spec for collateral collection","","false","false","false","Mail SM's & assign spec for collateral collection"
"[Process_Flow_Step__c]","a0Fg500000278S5EAI","005g5000002JmPZAA0","false","[Process_Flow__c]","Marketing-Brochures","PFS-1194","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Marketing","Line Manager Approval","false","","24","","","false","","false","","false","false","false","false","true","false","false","false","false","false","false","","","","","a0Gg50000028DoXEAU","","","","1","false","1","false","","Line Manager Approval","","false","false","false","Initiation Stage"
"[Process_Flow_Step__c]","a0Fg500000278S6EAI","005g5000002JmPZAA0","false","[Process_Flow__c]","Marketing-Brochures","PFS-1195","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Procurement","Procurement - Vendor Scouting","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DoXEAU","","","","2","false","6","false","","Procurement - Vendor Scouting","","false","false","false","Procurement Stage"
"[Process_Flow_Step__c]","a0Fg500000278S7EAI","005g5000002JmPZAA0","false","[Process_Flow__c]","Marketing-Brochures","PFS-1196","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Procurement","Cost Proposals from Agencies","false","","24","","","false","","false","","false","false","false","false","false","true","false","false","false","false","false","","","","","a0Gg50000028DoXEAU","","","","2","false","7","false","","Agency Proposals Review","","false","false","false","Procurement Stage"
"[Process_Flow_Step__c]","a0Fg500000278S8EAI","005g5000002JmPZAA0","false","[Process_Flow__c]","Marketing-Brochures","PFS-1197","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Procurement","Procurement confirmation post commercial comparison","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DoXEAU","","","","2","false","8","false","","Commercial Approval","","false","false","false","Procurement Stage"
"[Process_Flow_Step__c]","a0Fg500000278S9EAI","005g5000002JmPZAA0","false","[Process_Flow__c]","Mall Stand- Exisiting Brouchers/Flyers","PFS-1198","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Production","Digital Mock-up Coordination","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DN7EAM","","","","3","false","","false","","Digital Mock-up Coordination","","false","false","false","Production Stage"
"[Process_Flow_Step__c]","a0Fg500000278SAEAY","005g5000002JmPZAA0","false","[Process_Flow__c]","Mall Stand- Exisiting Brouchers/Flyers","PFS-1199","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Production","Mock-up Submission","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DN7EAM","","","","3","false","","false","","Mock-up Submission","","false","false","false","Production Stage"
"[Process_Flow_Step__c]","a0Fg500000278SBEAY","005g5000002JmPZAA0","false","[Process_Flow__c]","Mall Stand- Exisiting Brouchers/Flyers","PFS-1200","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Marketing","Artwork Confirmation","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DN7EAM","","","","3","false","","false","","Artwork Confirmation","","false","false","false","Production Stage"
"[Process_Flow_Step__c]","a0Fg500000278SCEAY","005g5000002JmPZAA0","false","[Process_Flow__c]","Mall Stand- Exisiting Brouchers/Flyers","PFS-1201","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Production","Final Print Approval","false","","12","","","false","","false","","false","false","false","false","false","true","false","false","false","false","false","","","","","a0Gg50000028DN7EAM","","","","3","false","","false","","Final Print Approval","","false","false","false","Production Stage"
"[Process_Flow_Step__c]","a0Fg500000278SDEAY","005g5000002JmPZAA0","false","[Process_Flow__c]","Marketing- Process Flow A","PFS-1202","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Production","Scope Definition Request","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DmvEAE","","","","1","false","2","false","","Scope Definition Request","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg500000278SEEAY","005g5000002JmPZAA0","false","[Process_Flow__c]","Marketing- Process Flow A","PFS-1203","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:36.000+0000","","","","false","true","false","false","","Marketing","Scope Confirmation Request","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DmvEAE","","","","1","false","3","false","","Scope Confirmation Request","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg500000279fqEAA","005g5000002JmPZAA0","false","[Process_Flow__c]","Business Trip Approval - SalesNew1","PFS-0166","2026-02-05T10:09:13.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:13.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:13.000+0000","","","","false","true","false","false","00Gg5000001Z9iH","Channel Partner","Team Lead Approval is required.","false","","24","","","false","","false","","false","false","false","false","false","false","false","false","false","false","false","","","","","a0Gg50000028BunEAE","","","","1","false","4","false","","Pending with CHRM TL","","false","false","false","1"
"[Process_Flow_Step__c]","a0Fg50000027AX3EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1464","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Procurement","Procurement - Vendor Scouting","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","2","false","8","false","","Procurement - Vendor Scouting","","false","false","false","Vendor Selection"
"[Process_Flow_Step__c]","a0Fg50000027AX4EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1465","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing","Vendor Confirmation by Initiator","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","2","false","11","false","","Vendor Confirmation by Initiator","","false","false","false","Vendor Selection"
"[Process_Flow_Step__c]","a0Fg50000027AX5EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1466","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing Ops","Marketing Ops VPR Creation","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","Deferred Payment","","4","false","22","false","","Marketing Ops VPR Creation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AX6EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","Channel Marketing- Models","PFS-1467","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing","Vendor Selection Line Manager","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000027uhxEAA","","","","2","false","7","false","","Vendor Selection Line Manager","","false","false","false","Vendor Selection"
"[Process_Flow_Step__c]","a0Fg50000027AX7EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1468","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing","Design Approval by Line Manager","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","1","false","6","false","","Design Approval by Line Manager","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027AX8EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1469","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Production","Execution Confirmation","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","Deferred Payment","","4","false","19","false","","Execution Confirmation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AX9EAM","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1470","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Procurement","Procurement to send out to agencies","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","1","false","7","false","","Procurement Review","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027AXAEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1471","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Procurement","GM Procurement Approval","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","2","false","9","false","","GM Procurement Approval","","false","false","false","Vendor Selection"
"[Process_Flow_Step__c]","a0Fg50000027AXBEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1472","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Production","Production- Vendor confimation","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","2","false","10","false","","Production- Vendor confimation","","false","false","false","Vendor Selection"
"[Process_Flow_Step__c]","a0Fg50000027AXCEA2","005g5000002JmPZAA0","false","[Process_Flow__c]","BrandCorporate- Gifting","PFS-1473","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing","Vendor Confirmation by Line Manager","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028DqAEAU","","","","2","false","12","false","","Vendor Confirmation by Line Manager","","false","false","false","Vendor Selection"
"[Process_Flow_Step__c]","a0Fg50000027AbtEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","VO Recording","PFS-1394","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing Ops","GRN Creation","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg500000286gXEAQ","","Deferred Payment","","5","false","13","false","","GRN Creation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AbuEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","VO Recording","PFS-1395","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Account","Accounts Payment Processing","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg500000286gXEAQ","","Advanced Payment","","5","false","14","false","","Accounts Payment Processing","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AbvEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","VO Recording","PFS-1396","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing Ops","GRN Approval","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg500000286gXEAQ","","Deferred Payment","","5","false","14","false","","GRN Approval","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AbwEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","VO Recording","PFS-1397","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing Ops","GRN Creation","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg500000286gXEAQ","","Advanced Payment","","5","false","15","false","","GRN Creation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AbxEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","VO Recording","PFS-1398","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing Ops","Marketing Ops VPR Creation","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg500000286gXEAQ","","Deferred Payment","","5","false","15","false","","Marketing Ops VPR Creation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AbyEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","VO Recording","PFS-1399","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Account","Accounts Payment Processing","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg500000286gXEAQ","","Deferred Payment","","5","false","16","false","","Accounts Payment Processing","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AbzEAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Creative- One Pager","PFS-1400","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing","Design Approval by GM","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028E4fEAE","","","","1","false","5","false","","Design Approval by GM","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027Ac0EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Creative- One Pager","PFS-1401","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Marketing","Line Manager Approval","false","","12","","","false","","false","","false","false","false","false","true","false","false","false","false","false","false","","","","","a0Gg50000028E4fEAE","","","","1","false","1","false","","Line Manager Approval","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027Ac1EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Creative- One Pager","PFS-1402","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","00Gba000000gS1VEAU","Development","Design Desk","false","4","","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028E4fEAE","","","","1","false","2","false","","Design Desk","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027Ac2EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Creative- One Pager","PFS-1403","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:37.000+0000","","","","false","true","false","false","","Development","GM Design Approval","false","","12","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028E4fEAE","","","","1","false","3","false","","GM Design Approval","","false","false","false","Request and Approval Stage"
"[Process_Flow_Step__c]","a0Fg50000027Ac3EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1634","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Account","Accounts Payment Processing","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Advanced Payment","","5","false","16","false","","Accounts Payment Processing","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027Ac4EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1635","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Procurement","Procurement Request","false","","0","","","false","","false","","false","false","false","false","true","true","false","true","false","false","false","","","","","a0Gg50000028ECjEAM","","","","1","false","4","false","","Procurement Request","","false","false","false","Initiation and Submission"
"[Process_Flow_Step__c]","a0Fg50000027Ac5EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1636","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Marketing","Line Manager Approval on Vendor","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Multi-Vendor Sourcing","","2","false","8","false","","Line Manager Approval on Vendor","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027Ac6EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1637","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Procurement","Vendor Finalized- Generate Quote","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Rate-Carded Vendor","","2","false","5","false","","Vendor Finalized- Quote Details","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027Ac7EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1638","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Procurement","GM Procurement Approval","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Rate-Carded Vendor","","2","false","6","false","","GM Procurement Approval","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027Ac8EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1639","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Marketing","Vendor Confirmation by Initiator","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Multi-Vendor Sourcing","","2","false","6","false","","Vendor Confirmation by Initiator","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027Ac9EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1640","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Marketing","Production- Vendor confimation","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Multi-Vendor Sourcing","","2","false","7","false","","Vendor Confimation by Projects","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027AcAEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1641","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Marketing","HOD Approval on Vendor","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Multi-Vendor Sourcing","","2","false","9","false","","HOD Approval on Vendor","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027AcBEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1642","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Procurement","PO Creation","false","","0","","","false","","false","","false","false","false","false","true","true","false","true","false","false","false","","","","","a0Gg50000028ECjEAM","","","","4","false","13","false","","PO Creation","","false","false","false","PR and PO"
"[Process_Flow_Step__c]","a0Fg50000027AcCEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Home Fest Approval","PFS-1643","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","005g5000002JmPZAA0","2026-02-05T10:33:38.000+0000","","","","false","true","false","false","","Procurement","GM Procurement Vendor and Costing Approval","false","","0","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000028ECjEAM","","Multi-Vendor Sourcing","","2","false","10","false","","GM Procurement Vendor and Costing Approval","","false","false","false","Vendor Scouting"
"[Process_Flow_Step__c]","a0Fg50000027Aj7EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- With Business Details","PFS-0599","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Account","Accounts Payment Processing","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000027x0dEAA","","Advanced Payment","","4","false","15","false","","Accounts Payment Processing","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027Aj8EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- With Business Details","PFS-0600","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Marketing Ops","GRN Approval","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000027x0dEAA","","Deferred Payment","","4","false","15","false","","GRN Approval","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027Aj9EAE","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- With Business Details","PFS-0601","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Marketing Ops","GRN Creation","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000027x0dEAA","","Advanced Payment","","4","false","16","false","","GRN Creation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AjAEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- With Business Details","PFS-0602","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Marketing Ops","Marketing Ops VPR Creation","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000027x0dEAA","","Deferred Payment","","4","false","16","false","","Marketing Ops VPR Creation","","false","false","false","Payment and Execution"
"[Process_Flow_Step__c]","a0Fg50000027AjBEAU","005g5000002JmPZAA0","false","[Process_Flow__c]","Brand Allied- With Business Details","PFS-0603","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","005g5000002JmPZAA0","2026-02-05T10:09:19.000+0000","","","","false","true","false","false","","Account","Accounts Payment Processing","false","","24","","","false","","false","","false","false","false","false","true","true","false","false","false","false","false","","","","","a0Gg50000027x0dEAA","","Deferred Payment","","4","false","17","false","","Accounts Payment Processing","","false","false","false","Payment and Execution"
